product_id,seller_id,product_name,product_category,product_description,stock_quantity,price,sales_revenue,quantity_sold,trend_score,days_in_inventory,reorder_threshold,competitor_price,profit_margin,customer_purchase_frequency
71d9a29d-0601-4860-ba7d-ab856e79932e,22,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",294,11.89,4853.43,61,0.7,42,43,503.57,93.09,11
612d6247-aaa4-4dce-8c5a-8b9fbf0b6536,2,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,18,293.4,2506.12,78,0.7,273,70,129.8,48.56,13
63a80fee-45b5-4bfa-a3ca-c3f9c32d76b6,50,Levi's 501 Jeans,Clothing,"Iconic straight-fit jeans featuring durable denim fabric and a classic button fly, offering timeless style and comfort.",262,779.51,8649.84,92,0.65,259,82,1511.39,314.53,4
bbbac6a1-e035-45b3-8d05-71096369cd36,42,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",183,587.93,2329.31,7,0.7,354,72,1385.15,174.36,12
862bfea2-0138-48df-9952-ea871ee395d7,32,Nike Air Force 1,Summer Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,421,1022.3,5755.13,78,0.8,104,27,322.94,123.23,14
ac10ee23-57d2-44b6-abbc-c4762446421c,45,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",447,730.33,9255.87,87,0.85,91,43,1195.09,284.29,9
0cece1d2-04cc-4634-95db-cc8b60989b54,39,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",300,1542.02,5713.48,45,0.75,199,29,1037.91,105.42,6
7e804112-c012-4179-9130-0795a7110137,31,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,476,437.71,9340.82,65,0.76,265,13,520.39,141.53,19
550a8458-cd90-4070-9601-f65ec57366d1,21,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,281,1646.47,2987.81,1,0.7,29,74,854.3,283.65,2
07d190d7-2d99-41e0-852a-8e143c150f1e,19,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,347,278.47,6898.02,24,0.7,7,44,1754.99,172.81,19
4d5531a6-9de2-4e44-b542-631924f83b79,15,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",235,1775.79,8772.73,71,0.75,61,12,1424.61,448.3,19
df81f52e-804a-463a-8e07-ce3a152d7350,29,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,258,1823.84,1216.67,69,0.76,138,67,1711.22,211.95,12
2c34ce4d-a0d3-42d3-a6fe-65f6dfc60cca,2,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",139,526.18,2287.65,42,0.7,347,100,1415.17,426.63,13
bbacb323-612c-4443-8446-26abf58328fc,1,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",349,1286.22,1471.95,17,0.85,46,46,418.44,108.59,17
3c3de600-2667-404d-bde4-539b2dc016a0,44,Cake,Food,Tasty and Yummy Cake,541,213.78,5482.65,28,0.8,362,45,1581.78,504.33,11
2876c738-82cd-4648-8f52-769e55f7cb87,13,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,33,560.66,3519.48,44,0.7,111,52,506.56,191.12,4
2e13aa2f-9d35-4100-9a52-45fa333b3de3,44,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",245,1778.04,5395.27,49,0.85,351,91,1254.23,334.58,10
48c77287-9a51-4751-9813-15169c96eeb4,47,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,397,1973.31,9855.47,48,0.8,297,48,1865.43,520.5,6
c1fc3536-cf1a-49ea-bc30-cc83e6cfa785,27,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,439,1288.97,3384.38,11,0.76,35,68,1578.31,300.65,3
ee8a1dc1-5f11-4200-99ea-ee74435fd681,47,Nike Air Force 1,Clothing,Classic and versatile winter sneakers offering both style and comfort for everyday wear.,430,581.54,6921.75,57,0.8,111,88,2003.52,319.42,11
6ad334fb-8821-4452-b981-a063c2c678fc,33,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",163,1304.61,8176.58,54,0.75,47,99,922.36,160.04,3
bd0567c8-a85b-460f-ae98-76037504f955,4,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,12,430.71,9675.07,75,0.76,36,95,69.95,17,9
50a75f45-34b7-49a7-98a1-a11dab5bd0b0,13,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",193,60.42,1954.42,45,0.85,355,48,1809.74,241.99,15
d7aaf309-9255-4d68-8550-5cb937acb3e1,11,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,48,874.04,1665.66,28,0.76,53,23,685.9,194.88,8
7d432360-fd02-4166-a98e-8c447e55d84b,33,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,244,526.31,6714.21,42,0.8,349,73,772.66,257.35,12
7126425e-bdac-4874-89fd-d1f29a7d553b,18,Samsung Galaxy S23,Electronics,Samsung's latest smartphone with cutting-edge features like a high-refresh-rate display and top-notch camera technology.,106,296.11,9027.07,68,0.8,340,98,882.72,331.66,8
65115c19-9977-4249-b565-abcde816ee3a,47,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",103,425.25,8843.34,45,0.7,6,80,1208.45,514.48,19
a42b9a0b-e47d-4ae2-a407-b62aa6c8f567,8,Samsung Galaxy S23,Electronics,Samsung's latest smartphone with cutting-edge features like a high-refresh-rate display and top-notch camera technology.,52,755.57,1843.62,38,0.8,365,87,144.5,20.68,9
3326d03b-5d56-4011-9243-3bc651ea65f3,30,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",47,1672.23,4775.94,67,0.85,278,10,1814.41,661.72,11
b088f07e-0f06-4fff-ba03-d6a7c749ddfd,5,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",213,1977.02,3708.32,49,0.7,298,69,974.42,271.94,6
b79e7866-bed9-4cb5-af43-c80fe7969503,38,Cake,Food,Tasty Chocolate cake.,400,1234.22,9512.15,62,0.78,216,67,2031.11,712.95,8
14c76d86-5e43-41a0-9753-7af3d16a63c3,32,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,262,861.54,7963.87,15,0.76,201,63,388.87,58.21,9
afb5cdbf-bd69-4c3d-9ba0-40c8fd45233d,2,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",275,1030.69,3503.13,9,0.7,18,75,1625.07,420.71,11
409741b6-9332-40c7-b454-c8dd51a45616,35,Samsung Galaxy S23,Electronics,Samsung's latest smartphone with cutting-edge features like a high-refresh-rate display and top-notch camera technology.,356,256.48,3601.03,11,0.8,120,95,1069.69,335.3,19
6c828428-7773-4644-b671-a368a5812bdb,43,Samsung Galaxy S23,Electronics,Samsung's latest smartphone with cutting-edge features like a high-refresh-rate display and top-notch camera technology.,136,1192.12,1890.47,76,0.8,322,74,2148.97,528.2,15
3935ffb4-0298-4c01-8bc0-b19bc17ef1bc,13,LG OLED CX TV,Electronics,A high-end OLED TV with stunning picture quality and advanced gaming features.,323,126.28,1965.26,73,0.82,290,84,843.04,204.56,7
7f0ea7ca-50a0-48cd-bce3-9954963e98bb,11,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,48,894.99,1674.28,3,0.7,49,67,1064.91,158.27,13
904dc9be-8c60-4240-b074-f9482c4cb359,22,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,105,40.85,1067.14,77,0.8,70,24,1951.12,383.47,18
71d65e52-4fc7-4a48-859f-4b48f801d0f6,19,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,71,478.28,2903.83,46,0.8,50,29,249.41,32.48,12
d2d8ee75-2fb4-4d87-b2b4-dba01a9ec05f,2,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,216,1860.29,6730.96,18,0.78,27,45,1555.6,300.41,20
c69be34c-96d2-4739-b8aa-7bba3b215083,8,LG OLED CX TV,Electronics,A high-end OLED TV with stunning picture quality and advanced gaming features.,391,905.44,5895.45,15,0.82,95,67,1610.52,240.57,15
bd0869d3-c98b-4a74-868d-f863fa744af3,33,Samsung Galaxy S23,Electronics,Samsung's latest smartphone with cutting-edge features like a high-refresh-rate display and top-notch camera technology.,183,707.65,5934.08,57,0.8,130,95,1041.9,250.09,14
30aa3dda-377a-4027-8968-7be1fc86e3a3,40,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",140,514.38,2201.86,64,0.7,334,33,830.84,194.69,2
1b0d55fa-4ca2-430d-9ad6-cd52ac3bb40d,49,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",75,1855.65,3370.08,48,0.7,322,47,819.71,118.21,7
5a8a8ab3-e164-4c64-bec8-338ab1cc3d22,7,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",251,939.97,4219.81,83,0.85,56,58,132.17,20.79,2
46965ff0-b206-4aa3-aacc-a509332856a2,8,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",50,1334.62,6834.83,92,0.85,22,91,152.77,55.26,1
dc6909fd-5b83-4021-b481-44c63af4bf2f,36,Levi's 501 Jeans,Clothing,"Iconic straight-fit jeans featuring durable denim fabric and a classic button fly, offering timeless style and comfort.",35,208.7,3878.03,8,0.65,82,47,547.75,211.1,13
959b91c8-5791-4b65-9a2d-61dfc19e8e3c,17,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",259,1188.52,4104.42,78,0.7,207,54,2072.13,653.69,5
6a1e7308-f234-4d51-b09a-fa953dab6a65,20,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,392,771.19,1156.09,48,0.8,100,21,323.66,74.14,17
0235c451-9d10-4b2b-b8f5-95a045e1965d,47,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,471,1897.85,9796.36,83,0.7,66,33,519.92,68.81,8
8866eed4-4f72-46ab-af2d-9c1792f35d3d,44,Adidas Ultraboost,Winter Clothing,Comfortable and high-performance running shoes with responsive cushioning.,148,1235.57,5107.33,94,0.76,28,66,1501.69,211.22,15
0f1f67f2-6f76-4479-9ec0-81f2ca2d0e80,21,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,171,1187.95,7365.71,29,0.78,53,81,523.05,78.42,8
2e7c1940-c935-404a-91d0-da24de49e5b2,31,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",115,1196.95,8283.47,71,0.7,210,72,1828.61,528.39,6
aa8c8bf9-89e5-4270-89f8-4b993687fc56,29,LG OLED CX TV,Electronics,A high-end OLED TV with stunning picture quality and advanced gaming features.,379,435.91,5469.24,73,0.82,274,83,176.29,60.14,15
c5997e4d-f6d1-4308-9bb0-08a667885d27,6,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",331,325.32,1502.77,52,0.85,105,26,1932.01,255.92,15
ca5f8870-93cf-4d15-85a8-d6f631d9369d,3,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",335,880.36,8461.48,63,0.85,272,48,368.91,67.73,10
6e83bcb3-079b-4e93-b7c6-2b276a62cee7,47,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,482,202.72,7143.46,8,0.7,25,55,511.19,157.03,9
40fa9bb3-3270-425f-9028-497dbd0a1511,21,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",22,524.93,2918.32,84,0.85,134,74,1952.96,370.59,18
6c20668f-5ac4-4ddf-9902-5caf805a5f94,12,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,279,1320.2,5076.5,21,0.76,126,65,333.72,35.44,10
7126fdfc-3ce1-46b7-bc20-b8128fa3d037,6,Samsung Galaxy S23,Electronics,Samsung's latest smartphone with cutting-edge features like a high-refresh-rate display and top-notch camera technology.,26,1026.93,8438.65,85,0.8,198,44,758.91,227.94,5
0c348b7f-576e-4521-a7ea-845294b793f1,22,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,217,1851.06,5402.53,24,0.8,322,96,940.66,121.04,16
c5fbf9ac-e589-409a-9ef7-e1e242fca580,3,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",259,248.13,3430.62,67,0.85,68,96,2263.73,752.06,19
ae7a335b-642a-47cf-b7a0-b9ee00dafbf5,12,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,72,1217.91,6299.12,71,0.8,275,33,1398.21,419.96,5
6ae0a16a-733c-430b-ae5d-f5a1c0b2820f,41,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,243,973.1,4086.24,65,0.78,83,93,901.51,363.47,7
1bbf9914-36ce-4ead-b904-ebf3c7863c3e,31,LG OLED CX TV,Electronics,A high-end OLED TV with stunning picture quality and advanced gaming features.,404,1379.74,7802.36,96,0.82,157,52,1289.36,287.73,3
283dee60-585d-4970-a16c-c9ebbdc86e31,37,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",120,132.97,6857.22,37,0.7,200,35,581.86,60.19,10
9e9eaa37-6c9c-4823-895c-369bb995b5ee,43,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,493,87.13,2150.66,79,0.78,214,20,427.06,68.71,5
8a16fae2-f234-4a62-97e3-6206fc9f2604,47,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,471,507.27,3055,12,0.7,30,20,1717.1,553.57,11
e67212fd-3535-4dd0-904b-87a6341e95aa,5,Levi's 501 Jeans,Clothing,"Iconic straight-fit jeans featuring durable denim fabric and a classic button fly, offering timeless style and comfort.",268,1599.11,5685.78,20,0.65,119,80,454.04,131.34,6
de85e24a-296b-4431-99cb-b60084fc0cd8,21,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",155,1030.42,9688.9,85,0.85,46,71,1573.73,312.49,2
2efd368b-6240-48d0-b72d-144b6643261e,20,Levi's 501 Jeans,Clothing,"Iconic straight-fit jeans featuring durable denim fabric and a classic button fly, offering timeless style and comfort.",227,594.89,1544.14,18,0.65,180,91,912.84,123.68,20
849bb624-40c4-4032-973d-c2a77522938a,25,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",162,104.34,5073.11,42,0.75,72,35,440.04,97.16,14
f0459687-767e-4a60-a428-329357c68ba6,32,Levi's 501 Jeans,Clothing,"Iconic straight-fit jeans featuring durable denim fabric and a classic button fly, offering timeless style and comfort.",439,396.65,9985.27,43,0.65,324,41,345.49,142.96,9
31acf937-964d-4951-b963-7446c8112663,27,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,216,449.81,5671.53,64,0.78,333,55,2193.61,638.86,18
e91092b9-3405-4384-8c14-61dfc2b2159a,6,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",21,571.99,9201.92,91,0.7,70,74,1025.16,258.05,5
f2ad2c65-0004-4fc4-924e-c1f3ffe065a5,39,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,302,181.42,7326.2,5,0.78,69,43,863.86,200.3,17
5b7b1e46-cbc7-4efc-8ed8-e4c2978b7af5,20,Levi's 501 Jeans,Clothing,"Iconic straight-fit jeans featuring durable denim fabric and a classic button fly, offering timeless style and comfort.",85,1774.92,9015.61,87,0.65,44,98,154.41,17.61,8
4e17acaf-453a-4ae9-9b32-a59394f03799,16,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,28,1418.23,1358.38,61,0.78,75,11,1806.89,394.96,15
920f171d-b107-4aa8-8cd5-8911b5f1a8c4,44,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,125,107.79,3968.42,28,0.8,273,42,1511.17,243.36,18
b6b2a48c-a53f-4562-b396-eddfdd1031cd,35,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",109,1182.87,6599.2,50,0.75,142,23,593.77,163.17,4
6981d745-d7b3-4a80-8a4f-49c692378507,23,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",111,1870.75,7857.05,48,0.75,23,34,459.85,152.04,14
b6fabd32-7537-4b23-aa6f-91eaee92363c,36,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",449,402.32,1453.72,70,0.85,324,74,267.87,82.52,10
b2ad602c-4dc8-4f6b-b292-1359d18183e9,22,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,222,1487,6773.48,94,0.76,25,78,534.45,181.4,2
8d472646-b8c0-4103-a388-8d4477ed4d25,20,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",354,1668.64,4889.75,56,0.85,55,35,1379.98,164.41,19
058a58fb-b5d3-4e54-b470-702d840eeb02,14,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,233,1790.48,1445.05,58,0.78,202,30,423,94.9,15
7caa0906-2f06-4d4d-bc42-5c89a6572624,44,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",78,1039.55,3625.26,4,0.7,338,96,1237.91,377.57,13
7a0317f1-3b23-4edb-9e97-d0eb49bec295,10,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",232,1451.77,3972.03,35,0.85,42,44,107.03,36.54,15
a241295c-9a13-4518-a386-b10859a60e9c,25,Samsung Galaxy S23,Electronics,Samsung's latest smartphone with cutting-edge features like a high-refresh-rate display and top-notch camera technology.,392,1154.44,5506.44,29,0.8,31,84,1670.42,475.57,6
6da4122c-d253-469d-bb26-23ca792aa7ac,31,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,283,416.28,1582.8,77,0.78,283,37,1144.4,116.86,9
60bc20a7-62db-45ac-b7b7-916b2e36bbce,14,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,458,583.78,9929.25,56,0.78,303,88,1635.3,443.01,8
b8a258b7-5c9e-41b2-bd80-dcebb9a6f2b0,18,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",381,386.31,5321.51,96,0.85,262,18,478.27,70.92,19
b3ac602e-e45f-47f0-bded-60df1bc86f68,15,LG OLED CX TV,Electronics,A high-end OLED TV with stunning picture quality and advanced gaming features.,286,1747.2,4784.93,84,0.82,351,15,252.81,77.27,11
900affee-41d1-4fcd-b141-50a876f42bac,41,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,385,1023.95,4461.18,2,0.7,119,82,1428.11,306.37,12
ebdbcc16-1e85-43d2-a009-b0cb24df6074,30,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",481,198.76,2765.26,90,0.75,254,78,462.54,64.11,12
c0be40e6-cfed-48ec-afc0-1adcde9a09ac,39,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,311,321.02,9738.32,15,0.8,329,20,678.11,96.87,16
09e06720-b97f-4d8c-9833-472f45feeb30,36,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,462,758.08,5035.72,54,0.7,260,98,1912.78,416.44,9
b1bb0692-1adc-4db3-8bf4-49921221d10a,44,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,338,1224.29,7246.93,76,0.78,259,70,2037.96,660.83,11
dd0cfd51-0c53-4740-a939-95c8038a92e3,11,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",427,826.26,8734.51,61,0.75,146,70,1647.08,188.45,20
e1c8a49e-c196-457c-a071-56505946a514,40,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",231,1362.84,3781.65,93,0.85,57,75,2098.81,312.82,15
8a369e3b-e8fd-4ffe-b8d3-e7e88c351611,5,Levi's 501 Jeans,Clothing,"Iconic straight-fit jeans featuring durable denim fabric and a classic button fly, offering timeless style and comfort.",252,27.36,7493.22,24,0.65,237,88,590.71,166.65,7
d6924e6f-d10d-4ba3-92e9-b10fd19c0e0b,3,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",480,1391.05,4375.54,9,0.85,190,66,1303.14,178.75,7
e3abb0ef-8a03-42e9-bb2b-9ab969c46ced,9,Samsung Galaxy S23,Electronics,Samsung's latest smartphone with cutting-edge features like a high-refresh-rate display and top-notch camera technology.,401,169.84,5438.04,39,0.8,108,98,1011.02,250.41,8
54db983f-7f73-4fb8-8283-87a596331652,43,Levi's 501 Jeans,Clothing,"Iconic straight-fit jeans featuring durable denim fabric and a classic button fly, offering timeless style and comfort.",427,688.26,2951.73,4,0.65,111,13,176.53,46.75,19
cb65923f-4d5b-4705-875e-a4d147a4f65b,32,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,393,1880.24,1783.23,98,0.8,253,42,1990.84,244.69,19
b4b43998-13ea-4893-9655-48c975abbfb8,37,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,407,1940.19,2956.63,84,0.76,186,82,434.08,60.28,19
5ad554c2-93a4-450f-a694-9a4f38c6b54b,25,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",194,765.87,3634.9,80,0.75,90,11,546.52,69.75,2
f73ff097-0c47-40d3-9d48-bccf93e0b41a,37,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,366,1521.89,9609.09,33,0.7,228,83,1370.65,332.83,10
396486fe-2cc6-4396-a161-732b8aca43c5,10,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,255,42.53,9200.55,19,0.76,288,35,1039.87,132.79,6
38b7e8c3-f2e8-44aa-bb29-d7de4ac540a9,44,Samsung Galaxy S23,Electronics,Samsung's latest smartphone with cutting-edge features like a high-refresh-rate display and top-notch camera technology.,262,297.24,7991.05,41,0.8,179,12,787.74,290.84,3
6d7256b2-180e-418c-9242-63b2065fb3ab,33,Adidas Ultraboost,Clothing,Comfortable and high-performance running shoes with responsive cushioning.,285,457.84,4192.23,7,0.76,226,16,1127.93,470.05,10
6611a1f1-b841-4c4d-bf70-75f83f2cd72e,8,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,103,1757.95,8795.46,28,0.8,101,14,475.97,117.02,14
057bfa64-cb08-4793-85ae-b35d21976719,25,KitchenAid Stand Mixer,Home Appliances,"Powerful and durable stand mixer, perfect for baking and culinary creations.",158,748.71,8136.94,6,0.7,344,92,1630.49,582.67,16
8a440f6a-e634-44a7-ac52-40c3a3051556,10,Levi's 501 Jeans,Clothing,"Iconic straight-fit jeans featuring durable denim fabric and a classic button fly, offering timeless style and comfort.",220,616.39,2680.81,43,0.65,365,99,1075.04,166.77,13
7f353488-2024-40b4-98db-c4379f917778,19,Child Shirt,Clothing,A high-performance Children's Day Shirt for boys.,255,281.62,6708.11,93,0.75,13,78,1475.05,250.04,14
5dccbe69-70c8-4497-ad98-fbc8ee1b9a20,18,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",14,601.03,8388.07,65,0.85,186,61,1850.25,478.55,17
a4054950-79ca-4e97-a2fb-c226d335745b,11,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,169,988.22,9895.01,63,0.78,362,33,1815.94,675.72,4
e5ccfa79-0e5e-490b-ac46-883ba9f0b436,36,LG OLED CX TV,Electronics,A high-end OLED TV with stunning picture quality and advanced gaming features.,17,472.69,4708.53,76,0.82,193,48,296.87,87.6,11
76ab9cde-a9b3-4139-8db8-bfeb73ec4835,33,Instant Pot Duo,Home Appliances,Multi-functional pressure cooker with a variety of cooking modes for easy meal preparation.,333,1653.46,3633.47,24,0.7,19,22,341.34,36.95,18
b880b8ce-45ad-45de-a694-daad418a7409,12,Nike Air Force 1,Clothing,Classic and versatile sneakers offering both style and comfort for everyday wear.,28,254.89,2621,37,0.8,276,59,1081.6,278.83,3
c30ec237-7611-48c8-962e-25be73a3078d,32,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",406,1225.97,2188.59,87,0.75,102,86,203.61,80.52,5
aac7e46a-2665-4c89-a11c-35a169243767,20,Sony WH-1000XM5,Electronics,Premium noise-canceling headphones with exceptional audio quality and long battery life.,104,362.17,4254.43,49,0.78,132,69,1063.11,240.32,1
e5944d8f-66e2-4fed-bf8a-95c251ce21fa,36,Dyson V11 Vacuum,Home Appliances,"A high-performance cordless vacuum cleaner with powerful suction and advanced filtration, ideal for deep cleaning your home.",27,70.18,1817.98,3,0.75,82,55,737.79,217.6,14
5fc7f49a-a175-42df-be4d-c446da3d11df,38,Formal shoes,Women’s shoes,Women's Day special collection.,338,1643.29,4185.54,5,0.85,337,49,947.16,314.76,3
a64b822a-9512-4e0f-809b-e3e797035d69,32,iPhone 14 Pro,Electronics,"Apple's flagship smartphone with advanced features, including a powerful A15 Bionic chip, ProMotion display, and improved camera system.",381,943.69,5782.7,44,0.85,343,91,611.29,157.03,7
